"geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Mnigripes_transcript_id","Gene_Symbol","Mpfuro_ensembl_gene_id","description_mpfuro","description_hsapiens","FoldChange"
"MUSNIGG00000268",38.073127700689,2.49125753310025,1.55481857312398,1.60228181999058,0.109093304008639,0.999566778617329,"MUSNIGT00000321","OR2A1",NA,NA,"olfactory receptor family 2 subfamily A member 1 [Source:NCBI gene (formerly Entrezgene);Acc:346528]",5.62267840625004
"MUSNIGG00000268",38.073127700689,2.49125753310025,1.55481857312398,1.60228181999058,0.109093304008639,0.999566778617329,"MUSNIGT00000321","OR2A1",NA,NA,"olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229]",5.62267840625004
"MUSNIGG00000269",14.3812635518579,-1.22855073198068,1.2702169053255,-0.96719759186787,0.333445265804576,0.999566778617329,"MUSNIGT00000322","OLFR13",NA,NA,NA,-2.34331472474602
"MUSNIGG00000270",26.6969205643122,-2.5146492769491,1.18947736382163,-2.11407913545314,0.0345085089071449,0.999566778617329,"MUSNIGT00000323","OR2A2",NA,NA,"olfactory receptor family 2 subfamily A member 2 [Source:NCBI gene (formerly Entrezgene);Acc:442361]",-5.71458715855503
"MUSNIGG00000270",26.6969205643122,-2.5146492769491,1.18947736382163,-2.11407913545314,0.0345085089071449,0.999566778617329,"MUSNIGT00000323","OR2A2",NA,NA,"olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230]",-5.71458715855503
"MUSNIGG00000271",12.9923784083886,0.345519762990692,1.04708977764835,0.329981029675118,0.741414296166708,0.999566778617329,"MUSNIGT00000324","OR2A14","ENSMPUG00000007040","olfactory receptor family 2 subfamily A member 14 [Source:HGNC Symbol;Acc:HGNC:15084]","olfactory receptor family 2 subfamily A member 14 [Source:NCBI gene (formerly Entrezgene);Acc:135941]",1.27060866513331
"MUSNIGG00000271",12.9923784083886,0.345519762990692,1.04708977764835,0.329981029675118,0.741414296166708,0.999566778617329,"MUSNIGT00000324","OR2A14","ENSMPUG00000007040","olfactory receptor family 2 subfamily A member 14 [Source:HGNC Symbol;Acc:HGNC:15084]","olfactory receptor family 2 subfamily A member 14 [Source:HGNC Symbol;Acc:HGNC:15084]",1.27060866513331
"MUSNIGG00000273",13.5921191681217,-0.57945014681328,1.17285019843964,-0.494052989532833,0.621268756991613,0.999566778617329,"MUSNIGT00000327","OR2A12","ENSMPUG00000020037","olfactory receptor 2A12 [Source:NCBI gene;Acc:101681691]","olfactory receptor family 2 subfamily A member 12 [Source:NCBI gene (formerly Entrezgene);Acc:346525]",-1.49427962651417
"MUSNIGG00000273",13.5921191681217,-0.57945014681328,1.17285019843964,-0.494052989532833,0.621268756991613,0.999566778617329,"MUSNIGT00000327","OR2A12","ENSMPUG00000020037","olfactory receptor 2A12 [Source:NCBI gene;Acc:101681691]","olfactory receptor family 2 subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:15082]",-1.49427962651417
"MUSNIGG00000274",13.0284807249745,-0.522318253601835,1.13471534108865,-0.460307739472985,0.64529534671997,0.999566778617329,"MUSNIGT00000328","OR2A25","ENSMPUG00000020035","olfactory receptor 2A25 [Source:NCBI gene;Acc:101688448]","olfactory receptor family 2 subfamily A member 25 [Source:NCBI gene (formerly Entrezgene);Acc:392138]",-1.43626131002248
"MUSNIGG00000274",13.0284807249745,-0.522318253601835,1.13471534108865,-0.460307739472985,0.64529534671997,0.999566778617329,"MUSNIGT00000328","OR2A25","ENSMPUG00000020035","olfactory receptor 2A25 [Source:NCBI gene;Acc:101688448]","olfactory receptor family 2 subfamily A member 25 [Source:HGNC Symbol;Acc:HGNC:19562]",-1.43626131002248
"MUSNIGG00000275",14.5919326157848,0.619193611822762,1.48132159731314,0.418000799384734,0.675946532765202,0.999566778617329,"MUSNIGT00000329","OR2A5",NA,NA,"olfactory receptor family 2 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:8232]",1.53601639155784
"MUSNIGG00000276",10.2939416646557,0.00513391181215856,1.05914820578345,0.00484720814719318,0.996132502601113,0.999663738446345,"MUSNIGT00000330","OR6B1","ENSMPUG00000020034","olfactory receptor 6B1 [Source:NCBI gene;Acc:101688162]","olfactory receptor family 6 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8354]",1.00356489567723
"MUSNIGG00000277",42.5693101234244,-0.0185076329812618,1.39915120269995,-0.0132277576187245,0.989446084198932,0.999566778617329,"MUSNIGT00000331","",NA,NA,NA,-1.01291115199841
"MUSNIGG00000278",17.1203326094141,-0.572496893410518,0.888903154240631,-0.64404866905843,0.51954387468902,0.999566778617329,"MUSNIGT00000332","",NA,NA,NA,-1.48709508192206
"MUSNIGG00000279",14.5334529960483,-0.518032612211206,1.36911469272983,-0.378370500997487,0.705155378940634,0.999566778617329,"MUSNIGT00000333","OR2F1",NA,NA,"olfactory receptor family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8246]",-1.43200111130954
"MUSNIGG00000280",6.50662150742616,1.05861569275039,1.27883693383779,0.827795682732972,0.407786220099045,0.999566778617329,"MUSNIGT00000334","OR2F1",NA,NA,"olfactory receptor family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8246]",2.08293192960464
"MUSNIGG00000283",45.2128062726746,0.240936534305524,1.26514710172252,0.190441517810447,0.848963166424004,0.999566778617329,"MUSNIGT00000337","OR2F1",NA,NA,"olfactory receptor family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8246]",1.18175955892671
"MUSNIGG00000286",19.5457897479432,1.74359536276321,1.5047148375571,1.15875468178006,0.246556194680089,0.999566778617329,"MUSNIGT00000340","FAM115A",NA,NA,NA,3.34868660159642
"MUSNIGG00000288",4.60454480297568,-0.378794580613771,1.45806865461472,-0.259792005962754,0.795024217615679,0.999566778617329,"MUSNIGT00000342","FAM115C",NA,NA,NA,-1.30025499543068
"MUSNIGG00000289",4.90363691128398,-0.660411991984183,1.47979789239525,-0.446285263263364,0.655391199913674,0.999566778617329,"MUSNIGT00000343","OLFR455",NA,NA,NA,-1.58053391406632
"MUSNIGG00000291",10.3438664821741,0.457411090989186,1.31069642907207,0.348983243444875,0.727101889470723,0.999566778617329,"MUSNIGT00000345","",NA,NA,NA,1.37307562869425
"MUSNIGG00000298",2.28739314174134,3.87532998599921,3.20645165740926,1.2086039023992,0.22681505645441,0.999566778617329,"MUSNIGT00000354","FAM131B","ENSMPUG00000007001","family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]","family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]",14.6754209998061
"MUSNIGG00000300",8.38683423236181,-6.86894024996449,2.52033070581636,-2.7254122778858,0.00642212394451602,0.847639152848846,"MUSNIGT00000357","CLCN1","ENSMPUG00000006980","chloride voltage-gated channel 1 [Source:NCBI gene;Acc:101676182]","chloride voltage-gated channel 1 [Source:HGNC Symbol;Acc:HGNC:2019]",-116.884535061804
"MUSNIGG00000302",0.772685626586713,0.416466894019601,2.45290549853733,0.169785136144846,0.865179116841568,0.999566778617329,"MUSNIGT00000359","TMEM139","ENSMPUG00000006961","transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]","transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]",1.33465502922671
"MUSNIGG00000308",46.5583560952892,-0.322945292878337,1.25318996401428,-0.257698594907242,0.796639530591997,0.999566778617329,"MUSNIGT00000365","OR9A2",NA,NA,"olfactory receptor family 9 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15093]",-1.25088164567291
"MUSNIGG00000311",1.62342496050058,1.12810333719129,1.48194933189586,0.76122935711176,0.446520086403734,0.999566778617329,"MUSNIGT00000369","TRPV5",NA,NA,"transient receptor potential cation channel subfamily V member 5 [Source:HGNC Symbol;Acc:HGNC:3145]",2.18571203052021
"MUSNIGG00000313",1.22877126516661,-3.03593077006957,2.84625376809633,-1.06664093135311,0.286134009851953,0.999566778617329,"MUSNIGT00000372","EPHB6","ENSMPUG00000008478","EPH receptor B6 [Source:NCBI gene;Acc:101680976]","EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396]",-8.20174432040667
"MUSNIGG00000316",0.774363267440486,2.71931658132716,3.71721860959654,0.731546047441721,0.464445689113343,0.999566778617329,"MUSNIGT00000379","TRBC2",NA,NA,"T cell receptor beta constant 2 [Source:HGNC Symbol;Acc:HGNC:12157]",6.58560773267967
"MUSNIGG00000317",0.854142068471193,-1.08764354776542,2.1812008805583,-0.498644374050971,0.618029938517043,0.999566778617329,"MUSNIGT00000380","PRSS3",NA,NA,"serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]",-2.12526618611969
"MUSNIGG00000318",1.66457688211801,-0.321296309244602,1.56100522134414,-0.205826543596019,0.836926406313759,0.999566778617329,"MUSNIGT00000381","",NA,NA,NA,-1.2494527192952
"MUSNIGG00000319",1.19212637937611,0.64530008584444,2.01515764727978,0.320223128307364,0.748799191713702,0.999566778617329,"MUSNIGT00000382","",NA,NA,NA,1.56406458357767
"MUSNIGG00000320",1.36518062235183,0.954284718148198,1.91817989862561,0.497494900677434,0.618840097986811,0.999566778617329,"MUSNIGT00000383","",NA,NA,NA,1.93761873284451
"MUSNIGG00000324",1.49410244153538,-1.37477936809718,1.66867976978915,-0.823872496680953,0.410012009330783,0.999566778617329,"MUSNIGT00000387","",NA,NA,NA,-2.59328248729521
"MUSNIGG00000325",1.81440489036469,-1.21790986218691,1.52455663725513,-0.79886167061637,0.424370626233246,0.999566778617329,"MUSNIGT00000388","",NA,NA,NA,-2.32609474701451
"MUSNIGG00000326",1.56488507804336,-1.09780417780449,1.50856069277385,-0.727716281527866,0.46678728154836,0.999566778617329,"MUSNIGT00000389","",NA,NA,NA,-2.14028686828899
"MUSNIGG00000332",2.74906709103892,0.381434948294772,1.49482862363735,0.255169684513152,0.798592044449656,0.999566778617329,"MUSNIGT00000395","ARL6IP6",NA,NA,"ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]",1.30263685348173
"MUSNIGG00000339",1.65642878365471,-0.845429508053712,1.3650586145721,-0.619335682020311,0.535695242636142,0.999566778617329,"MUSNIGT00000402","MGAM","ENSMPUG00000003017","maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]","maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]",-1.7967995954821
"MUSNIGG00000341",3.19568904731833,-1.80646092200274,1.7047754622795,-1.05964742100832,0.289305031329353,0.999566778617329,"MUSNIGT00000406","TAS2R38","ENSMPUG00000018729","taste 2 receptor member 38 [Source:NCBI gene;Acc:101690495]","taste 2 receptor member 38 [Source:HGNC Symbol;Acc:HGNC:9584]",-3.49783181419208
"MUSNIGG00000342",21.3800274200092,-0.477012039101452,1.28062529655167,-0.372483692447665,0.709532751460752,0.999566778617329,"MUSNIGT00000407","OR9A4",NA,NA,"olfactory receptor family 9 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15095]",-1.39185800665569
"MUSNIGG00000343",20.8817144132938,-1.70378656929846,1.43482478447701,-1.18745270344594,0.235049101922618,0.999566778617329,"MUSNIGT00000408","OR9A4",NA,NA,"olfactory receptor family 9 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15095]",-3.25754829855568
"MUSNIGG00000344",43.7480704800257,0.607009636494073,1.37985122899026,0.439909479906952,0.660002669593228,0.999566778617329,"MUSNIGT00000409","OR9A2",NA,NA,"olfactory receptor family 9 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15093]",1.52309891322172
"MUSNIGG00000349",12.2017550730358,1.51851005366313,1.45543603495761,1.04333685382975,0.296792308116606,0.999566778617329,"MUSNIGT00000415","TAS2R5","ENSMPUG00000018736","taste 2 receptor member 5 [Source:HGNC Symbol;Acc:HGNC:14912]","taste 2 receptor member 5 [Source:HGNC Symbol;Acc:HGNC:14912]",2.86495018433402
"MUSNIGG00000350",12.2978266048828,0.971739254289513,1.17295869030672,0.828451387350574,0.407414914753998,0.999566778617329,"MUSNIGT00000416","TAS2R3","ENSMPUG00000018738","taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]","taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]",1.96120351752373
"MUSNIGG00000352",0.856940161290859,0.271817068774054,1.86669954643118,0.14561372197991,0.884226334878137,0.999566778617329,"MUSNIGT00000419","WEE2","ENSMPUG00000003262","WEE2 oocyte meiosis inhibiting kinase [Source:NCBI gene;Acc:101669959]","WEE2 oocyte meiosis inhibiting kinase [Source:HGNC Symbol;Acc:HGNC:19684]",1.20732749475069
"MUSNIGG00000371",4.217469766133,1.4212360280496,1.61449224710783,0.880299072724303,0.378697314822062,0.999566778617329,"MUSNIGT00000441","DENND2A","ENSMPUG00000003441","DENN domain containing 2A [Source:NCBI gene;Acc:101675141]","DENN domain containing 2A [Source:HGNC Symbol;Acc:HGNC:22212]",2.67814862906397
"MUSNIGG00000375",1.64147857502413,-0.0337761171084481,1.9912708886154,-0.016962090543057,0.986466858782217,0.999566778617329,"MUSNIGT00000445","MKRN1",NA,NA,"makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]",-1.02368802830839
"MUSNIGG00000382",0.819135498701569,1.01925624369251,1.92471483686424,0.529562210552236,0.596415500937706,0.999566778617329,"MUSNIGT00000453","PARP12","ENSMPUG00000003682","poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]","poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]",2.02687377070908
"MUSNIGG00000386",3.98209401503667,0.88753153841198,1.32064871025216,0.672042104400736,0.501556892222489,0.999566778617329,"MUSNIGT00000459","HIPK2","ENSMPUG00000003745","homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]","homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]",1.85000803719087
"MUSNIGG00000393",60.4272788015678,-0.739031287759038,1.12452652194401,-0.657193292765961,0.511056637764941,0.999566778617329,"MUSNIGT00000468","UBN2","ENSMPUG00000003774","ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]","ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]",-1.66905475874553
"MUSNIGG00000396",7.07823323377232,-0.490533836398363,1.36652787900853,-0.358963650821573,0.719622281912036,0.999566778617329,"MUSNIGT00000472","ZC3HAV1","ENSMPUG00000003805","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]",-1.40496465469531
"MUSNIGG00000399",27.1321728144128,1.4012442203346,1.38869047369966,1.00903998902037,0.312955456394994,0.999566778617329,"MUSNIGT00000475","KIAA1549","ENSMPUG00000003830","KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]","KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]",2.64129276390767
"MUSNIGG00000407",15.0620632397736,1.27710265979856,1.03821771903043,1.23009137331158,0.218662890133742,0.999566778617329,"MUSNIGT00000485","TRIM24","ENSMPUG00000003933","tripartite motif containing 24 [Source:NCBI gene;Acc:101687559]","tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]",2.42351776825028
"MUSNIGG00000408",1.75088978672614,1.43273335701299,2.16743853385427,0.661026061239772,0.508595600535166,0.999566778617329,"MUSNIGT00000487","",NA,NA,NA,2.69957698066463
"MUSNIGG00000418",75.2732351680088,2.33082339057515,1.28225855306965,1.81774836673563,0.0691026016016677,0.999566778617329,"MUSNIGT00000501","CHRM2","ENSMPUG00000004037","cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]","cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]",5.03092398242166
"MUSNIGG00000426",1.58040408591125,0.544207678354371,1.50827675212144,0.360814205741038,0.718238342535193,0.999566778617329,NA,NA,NA,NA,NA,1.45821927680263
"MUSNIGG00000433",1.39606992216121,1.31152841467265,2.26235162106352,0.579719086309009,0.562104070153043,0.999566778617329,"MUSNIGT00000519","FAM180A","ENSMPUG00000004053","family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]","family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]",2.48204352491279
"MUSNIGG00000435",2.16261521093068,-1.36221605196559,1.454718332934,-0.936412239487045,0.349060978603074,0.999566778617329,"MUSNIGT00000521","NUP205","ENSMPUG00000004069","nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]","nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]",-2.57079763799749
"MUSNIGG00000437",5.54705054869045,-0.443858289095782,1.43129258814677,-0.310110101017492,0.756477231167894,0.999566778617329,"MUSNIGT00000526","CNOT4","ENSMPUG00000004089","CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]","CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]",-1.36023723448228
"MUSNIGG00000445",5.29696158454048,-1.11448310163916,1.14720463840598,-0.971477157891995,0.331310722454342,0.999566778617329,"MUSNIGT00000535","AGBL3","ENSMPUG00000004266","ATP/GTP binding protein like 3 [Source:NCBI gene;Acc:101671071]","AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]",-2.16517419907234
"MUSNIGG00000447",1.13093321326869,-1.63206247551622,1.54417969306549,-1.05691227701374,0.29055162485113,0.999566778617329,"MUSNIGT00000539","CALD1","ENSMPUG00000004283","caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]","caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]",-3.09955794644399
"MUSNIGG00000449",5.14451830716778,-0.686401444341827,1.45223442185894,-0.472651958946954,0.636461506291625,0.999566778617329,"MUSNIGT00000541","BPGM","ENSMPUG00000004331","bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093]","bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093]",-1.60926447354247
"MUSNIGG00000459",8.53760781469465,1.31290370398592,1.49028559307953,0.880974566272858,0.378331586179047,0.999566778617329,"MUSNIGT00000554","LRGUK",NA,NA,"leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]",2.48441073029967
"MUSNIGG00000460",4.83365019237176,-4.39130138648427,1.49227830271734,-2.94268259378161,0.00325381838548994,0.622147595366834,"MUSNIGT00000555","EXOC4",NA,NA,"exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]",-20.9852156900797
"MUSNIGG00000465",5.47490247292079,-0.773410856407811,1.54656425829423,-0.500083234343483,0.617016470818898,0.999566778617329,"MUSNIGT00000562","PLXNA4","ENSMPUG00000004437","plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]","plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]",-1.70930619546043
"MUSNIGG00000475",1.40295124364397,1.1175541992979,1.95025631050584,0.573029397868241,0.566624789238276,0.999566778617329,"MUSNIGT00000573","PODXL",NA,NA,"podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]",2.1697881636866
"MUSNIGG00000476",2.14517078712232,-1.01562543876515,1.34816505930475,-0.753339089865528,0.451246174640932,0.999566778617329,"MUSNIGT00000574","MKLN1","ENSMPUG00000005050","muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]","muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]",-2.02177918698463
"MUSNIGG00000488",0.773079669882421,-0.64253514767877,2.71184294399678,-0.236936710918732,0.812705889542414,0.999566778617329,"MUSNIGT00000589","COPG2","ENSMPUG00000005067","coatomer protein complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]","COPI coat complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]",-1.56106991015575
"MUSNIGG00000498",15.7004248759978,-5.91348464081073,1.8358705084437,-3.22107938093286,0.00127708770138505,0.412008194301992,"MUSNIGT00000602","C7ORF45",NA,NA,NA,-60.2748663099127
"MUSNIGG00000503",1.65218268884761,0.24809930448532,2.51127753668389,0.0987940603382817,0.921301784586261,0.999566778617329,"MUSNIGT00000608","KLHDC10","ENSMPUG00000005288","kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]","kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]",1.18764141173475
"MUSNIGG00000509",2.02621804425987,-1.87340798640143,1.37622058743858,-1.36127013612564,0.173428336905304,0.999566778617329,"MUSNIGT00000614","NRF1","ENSMPUG00000005319","nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996]","nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996]",-3.66397075040749
